Address	Length	Type	String
.rdata:105FBDA0	0000000C	C	COxygenTank
.rdata:105FBDB0	0000000E	C	DT_OxygenTank
.rdata:105FC5DC	0000000B	C	CPainPills
.rdata:105FC5EC	00000013	C	DT_WeaponPainPills
.rdata:105FC600	00000011	C	PainPills.Deploy
.rdata:105FC614	00000010	C	pills_used_fail
.rdata:105FCE3C	0000001C	C	pain_pills_health_threshold
.rdata:105FCE60	00000041	C	Pills can't be used unless total health is less than this amount
.rdata:105FCEA4	00000018	C	pain_pills_health_value
.rdata:105FCEBC	00000016	C	pain_pills_decay_rate
.rdata:105FCEDC	0000000A	C	CPipeBomb
.rdata:105FCEEC	0000000C	C	DT_PipeBomb
.rdata:105FCF28	0000000B	C	C_PipeBomb
.rdata:105FD73C	00000016	C	DT_PipeBombProjectile
.rdata:105FD754	0000001F	C	weapon_pipebomb_blinking_light
.rdata:105FD774	0000000F	C	pipebomb_light
.rdata:105FDCAC	00000014	C	CPipeBombProjectile
.rdata:105FDCC0	00000008	C	CPistol
.rdata:105FDCCC	0000000A	C	DT_Pistol
.rdata:105FE518	0000000E	C	CMagnumPistol
.rdata:105FE52C	00000010	C	DT_MagnumPistol
.rdata:105FED80	0000000D	C	CPropaneTank
.rdata:105FED94	0000000F	C	DT_PropaneTank
.rdata:105FF5C4	0000000D	C	CPumpShotgun
.rdata:105FF5D8	0000000F	C	DT_PumpShotgun
.rdata:105FFE2C	0000000C	C	CRifle_AK47
.rdata:105FFE3C	0000000E	C	DT_Rifle_AK47
.rdata:10600690	0000000E	C	CRifle_Desert
.rdata:106006A4	00000010	C	DT_Rifle_Desert
.rdata:106006B4	0000000F	C	m_flBurstShot1
.rdata:106006C4	0000000F	C	m_flBurstShot2
.rdata:106006D4	00000013	C	m_flBurstResetTime
.rdata:10600F28	0000000B	C	CRifle_M60
.rdata:10600F38	0000000D	C	DT_Rifle_M60
.rdata:10601788	0000000D	C	CRifle_SG552
.rdata:1060179C	0000000F	C	DT_Rifle_SG552
.rdata:10601FF0	00000010	C	CShotgun_Chrome
.rdata:10602004	00000012	C	DT_Shotgun_Chrome
.rdata:10602858	0000000E	C	CShotgun_SPAS
.rdata:1060286C	00000010	C	DT_Shotgun_SPAS
.rdata:106030C0	00000009	C	CSMG_MP5
.rdata:106038F8	0000000B	C	DT_SMG_MP5
.rdata:1060391C	0000000E	C	CSMG_Silenced
.rdata:10604158	00000010	C	DT_SMG_Silenced
.rdata:10604180	0000000C	C	CSmokerClaw
.rdata:10604984	00000014	C	DT_WeaponSmokerClaw
.rdata:106049B0	00000013	C	smoker_pz_claw_dmg
.rdata:106049C4	0000003C	C	Amount of damage done by a PZ smoker's regular melee attack
.rdata:10604A00	0000000C	C	CSniper_AWP
.rdata:10604A10	0000000E	C	DT_Sniper_AWP
.rdata:10605260	00000011	C	CSniper_Military
.rdata:10605278	00000013	C	DT_Sniper_Military
.rdata:10605AD0	0000000E	C	CSniper_Scout
.rdata:10605AE4	00000010	C	DT_Sniper_Scout
.rdata:10606338	0000000D	C	CSniperRifle
.rdata:1060634C	0000000F	C	DT_SniperRifle
.rdata:10606BA0	0000000D	C	CSpitterClaw
.rdata:106073AC	00000015	C	DT_WeaponSpitterClaw
.rdata:106073DC	00000014	C	spitter_pz_claw_dmg
.rdata:106073F0	0000003D	C	Amount of damage done by a PZ spitter's regular melee attack
.rdata:10607430	00000015	C	DT_SpitterProjectile
.rdata:10607448	00000013	C	spitter_projectile
.rdata:10607984	00000013	C	CSpitterProjectile
.rdata:10607998	0000000F	C	CSubMachinegun
.rdata:106081D8	00000011	C	DT_SubMachinegun
.rdata:10608204	0000000A	C	CTankClaw
.rdata:10608214	00000012	C	DT_WeaponTankClaw
.rdata:10608228	00000019	C	m_lowAttackDurationTimer
.rdata:10608244	0000000E	C	m_isLowAttack
.rdata:10608254	0000000F	C	prop_car_alarm
.rdata:10608264	0000000E	C	prop_physics*
.rdata:10608AA4	0000000F	C	trigger_finale
.rdata:10608AB4	0000000F	C	finale_trigger
.rdata:10608AC4	0000000B	C	prop_door*
.rdata:10608AD0	0000000B	C	func_door*
.rdata:10608AE0	00000006	C	lhand
.rdata:10608AE8	00000018	C	ValveBiped.Bip01_L_Hand
.rdata:10608B00	00000018	C	ValveBiped.Bip01_R_Hand
.rdata:10608B18	00000006	C	rhand
.rdata:10608B20	00000011	C	tank_windup_time
.rdata:10608B34	00000037	C	Time from intent to swing that swing actually happens.
.rdata:10608B6C	00000012	C	tank_attack_range
.rdata:10608B80	00000035	C	Distance from Survivor that tank triggers own swing.
.rdata:10608BB8	00000011	C	tank_fist_radius
.rdata:10608BCC	00000014	C	tank_swing_interval
.rdata:10608BE0	0000001D	C	Interval between tank swings
.rdata:10608C00	00000019	C	tank_swing_fast_interval
.rdata:10608C20	00000049	C	Interval between tank swings when he is clearing zombies out of his path
.rdata:10608C6C	00000019	C	tank_swing_miss_interval
.rdata:10608C88	0000002A	C	Interval between tank swings after a miss
.rdata:10608CB4	00000014	C	tank_swing_duration
.rdata:10608CC8	0000001D	C	Duration of the actual swing
.rdata:10608CE8	00000011	C	tank_swing_range
.rdata:10608D00	0000001A	C	Range of the actual swing
.rdata:10608D1C	0000000F	C	tank_swing_yaw
.rdata:10608D2C	0000000F	C	tank_swing_arc
.rdata:10608D3C	0000001E	C	tank_swing_physics_prop_force
.rdata:10608D5C	00000029	C	Multiplier for tank hitting a phys prop.
.rdata:10608D88	00000010	C	tank_auto_swing
.rdata:10608D98	0000001B	C	tank_ground_pound_duration
.rdata:10608DB4	00000010	C	tank_pz_forward
.rdata:10608DCC	0000000B	C	CTerrorGun
.rdata:10608DDC	0000000D	C	DT_TerrorGun
.rdata:10608DEC	00000015	C	m_partialReloadStage
.rdata:10608E04	00000012	C	m_inInitialPickup
.rdata:10608E18	00000012	C	m_reloadFromEmpty
.rdata:10608E2C	00000010	C	m_upgradeBitVec
.rdata:10608E3C	00000011	C	m_hasDualWeapons
.rdata:10608E50	00000011	C	m_isDualWielding
.rdata:10608E64	00000022	C	%s %s %s SendWeaponAnim(%s) @ %f\n
.rdata:10608E88	0000002B	C	%s %s %s SendWeaponAnim(missing %s) @ %f!\n
.rdata:10608EB4	00000008	C	holster
.rdata:10608EC4	00000016	C	%s can't attack - %s\n
.rdata:10608EDC	0000000D	C	HorizKickDir
.rdata:10608EEC	0000002F	C	..\\..\\game\\shared\\terror\\weapons\\terrorgun.cpp
.rdata:10609748	00000022	C	CTerrorGun::FireBullet VertSpread
.rdata:1060976C	00000023	C	CTerrorGun::FireBullet HorizSpread
.rdata:10609790	0000000E	C	m_iClip1 <= 0
.rdata:106097A0	00000024	C	IsFirePreventedUntilButtonRelease()
.rdata:106097C4	0000002D	C	IsHoldingFireButton() && !IsFullyAutomatic()
.rdata:106097F4	0000002E	C	(%.1f) spread %.1f ( avg %.1f ) ( max %.1f )\n
.rdata:10609828	00000013	C	!IsWeaponVisible()
.rdata:1060983C	00000015	C	!player->CanAttack()
.rdata:10609854	0000000B	C	z_gun_kick
.rdata:10609860	0000004B	C	Firing a gun can knock the player's view this amount of the current spread
.rdata:106098AC	00000012	C	z_gun_horiz_punch
.rdata:106098C0	00000028	C	Toggles horizontal punchangles for guns
.rdata:106098E8	00000015	C	z_gun_vertical_punch
.rdata:10609900	00000026	C	Toggles vertical punchangles for guns
.rdata:10609928	00000019	C	z_gun_debug_player_index
.rdata:10609944	00000021	C	survivor_accuracy_upgrade_factor
.rdata:10609968	00000022	C	upgrade_laser_sight_spread_factor
.rdata:1060998C	00000013	C	z_gun_debug_spread
.rdata:106099A0	00000013	C	CTerrorMeleeWeapon
.rdata:106099B8	00000015	C	DT_TerrorMeleeWeapon
.rdata:106099D0	00000012	C	m_meleeSwingTimer
.rdata:106099E4	00000010	C	m_bInMeleeSwing
.rdata:106099F4	0000001C	C	m_iNextSecondaryAttackIndex
.rdata:10609A10	00000019	C	m_iNextStrongAttackIndex
.rdata:10609A2C	0000001A	C	m_iNextPrimaryAttackIndex
.rdata:10609A48	00000013	C	m_hMeleeWeaponInfo
.rdata:10609A5C	00000013	C	m_flLastAttackTime
.rdata:10609A70	0000000B	C	bloodslash
.rdata:10609A80	00000015	C	blood_melee_slash_TP
.rdata:10609A98	0000000D	C	attach_blade
.rdata:1060A2DC	00000015	C	blood_melee_slash_FP
.rdata:1060A2F4	0000002A	C	melee attack failed - !IsWeaponVisible()\n
.rdata:1060A320	0000002C	C	melee attack failed - !player->CanAttack()\n
.rdata:1060A34C	00000011	C	melee_show_swing
.rdata:1060A360	0000000C	C	melee_range
.rdata:1060A36C	00000017	C	melee_combo_reset_time
.rdata:1060A384	0000003A	C	Seconds after a swing until we reset the combo activities
.rdata:1060A3C0	0000000E	C	CTerrorWeapon
.rdata:1060A3DC	0000001C	C	DT_LocalActiveL4DWeaponData
.rdata:1060A3F8	00000015	C	m_iBloodyWeaponLevel
.rdata:1060A410	0000001A	C	m_DroppedByInfectedGender
.rdata:1060A42C	00000018	C	m_bPickedUpOnTransition
.rdata:1060A444	00000016	C	m_isHoldingFireButton
.rdata:1060A45C	00000019	C	m_isHoldingAltFireButton
.rdata:1060A478	00000015	C	m_releasedFireButton
.rdata:1060A490	00000018	C	m_releasedAltFireButton
.rdata:1060A4A8	00000018	C	m_reloadQueuedStartTime
.rdata:1060A4C0	0000001C	C	m_helpingHandExtendDuration
.rdata:1060A4DC	00000014	C	m_helpingHandTarget
.rdata:1060A4F0	00000013	C	m_helpingHandState
.rdata:1060A504	00000019	C	m_helpingHandTargetTimer
.rdata:1060A520	00000013	C	m_helpingHandTimer
.rdata:1060A534	0000001E	C	m_helpingHandSuppressionTimer
.rdata:1060A554	00000010	C	DT_TerrorWeapon
.rdata:1060A564	0000001D	C	m_nUpgradedPrimaryAmmoLoaded
.rdata:1060A584	0000000D	C	m_swingTimer
.rdata:1060A594	0000000E	C	m_attackTimer
.rdata:1060A5A4	00000013	C	LocalL4DWeaponData
.rdata:1060A5B8	0000000E	C	%sArmsVariant
.rdata:1060AE08	00000011	C	Weapon_GiveThink
.rdata:1060AE30	00000018	C	CharacterViewmodelAddon
.rdata:1060AE48	00000011	C	playermodel_dual
.rdata:1060AE5C	0000000F	C	viewmodel_dual
.rdata:1060AE6C	0000000D	C	LoadoutSlots
.rdata:1060AE7C	00000013	C	WeaponAutoAimScale
.rdata:1060AE90	00000011	C	MaxAutoAimRange1
.rdata:1060AEA4	00000016	C	MaxAutoAimDeflection1
.rdata:1060AEBC	0000000A	C	GainRange
.rdata:1060AEC8	00000020	C	CharacterPenetrationMaxDistance
.rdata:1060AEE8	00000017	C	PenetrationMaxDistance
.rdata:1060AF00	00000011	C	PenetrationPower
.rdata:1060AF14	00000015	C	PenetrationNumLayers
.rdata:1060AF2C	00000013	C	DualDeployDuration
.rdata:1060AF40	0000000F	C	DeployDuration
.rdata:1060AF50	00000013	C	DualReloadDuration
.rdata:1060AF64	0000000F	C	ReloadDuration
.rdata:1060AF74	00000011	C	PelletScatterYaw
.rdata:1060AF88	00000013	C	PelletScatterPitch
.rdata:1060AF9C	00000012	C	MaxMovementSpread
.rdata:1060AFB0	0000000F	C	MinInAirSpread
.rdata:1060AFC0	00000012	C	MinStandingSpread
.rdata:1060AFD4	00000011	C	MinDuckingSpread
.rdata:1060AFE8	0000000C	C	SpreadDecay
.rdata:1060AFF4	0000000A	C	MaxSpread
.rdata:1060B000	0000000E	C	SpreadPerShot
.rdata:1060B010	00000019	C	HorizontalPunchDirChance
.rdata:1060B02C	00000010	C	HorizontalPunch
.rdata:1060B03C	0000000E	C	VerticalPunch
.rdata:1060B04C	0000000E	C	z_show_swings
.rdata:1060B05C	00000015	C	z_gun_swing_interval
.rdata:1060B074	00000015	C	z_gun_swing_duration
.rdata:1060B08C	0000000C	C	z_gun_range
.rdata:1060B098	0000000D	C	z_gun_damage
.rdata:1060B0A8	00000014	C	z_gun_stun_duration
.rdata:1060B0BC	0000001B	C	z_gun_survivor_friend_push
.rdata:1060B0D8	00000036	C	Allow survivors to push survivors with a right click.
.rdata:1060B110	00000021	C	survivor_upgrade_reload_duration
.rdata:1060B134	0000003D	C	Upgraded survivors reload in this fraction of the base time.
.rdata:1060B174	00000018	C	z_zombie_knockoff_death
.rdata:1060B18C	00000035	C	Knocking off a pouncing zombie instantly kills them.
.rdata:1060B1C4	00000028	C	survivor_incapacitated_accuracy_penalty
.rdata:1060B1EC	00000030	C	Penalty given for shooting while incapacitated.
.rdata:1060B21C	00000022	C	survivor_incapacitated_cycle_time
.rdata:1060B240	00000041	C	New cycle time (RoF) used when incapacitated, overriding weapon.
.rdata:1060B284	00000029	C	survivor_incapacitated_reload_multiplier
.rdata:1060B2B0	0000002E	C	Multiplier to reload time when incapacitated.
.rdata:1060B2E0	00000023	C	survivor_incapacitated_dizzy_timer
.rdata:1060B304	00000036	C	How often our incap'd dizzy-drift changes directions.
.rdata:1060B33C	00000026	C	survivor_incapacitated_dizzy_severity
.rdata:1060B368	00000052	C	From negative to positive this, how much bump we add to a incap'd player's mouse.
.rdata:1060B3BC	00000016	C	weapon_reparse_client
.rdata:1060B3D4	00000020	C	Reloads the weapon script files
.rdata:1060B3F4	00000016	C	DT_VomitJarProjectile
.rdata:1060B934	00000014	C	CVomitJarProjectile
.rdata:1060B94C	0000002B	C	models/infected/common/L4D2/ci_shadowbuild
.rdata:1060B978	0000000C	C	blood_gib_1
.rdata:1060B984	0000001A	C	DT_InfectedAnimationLayer
.rdata:1060B9A0	0000000B	C	m_bLooping
.rdata:1060B9B8	00000017	C	Clown.Default.RunRight
.rdata:1060B9F0	00000011	C	PrecacheInfected
.rdata:1060BA1C	0000000B	C	C_Infected
.rdata:1060BA28	0000003B	C	%s(%d) / seq %d, cycle %f, weight %f, fadeout %f, order %d
.rdata:1060BAAC	00000008	C	z_debug
.rdata:1060BAB4	0000001D	C	z_debug_infected_server_anim
.rdata:1060BAD4	00000010	C	sv_showhitboxes
.rdata:1060BAE4	00000010	C	%s(%d) cycle %f
.rdata:1060BAF4	00000007	C	%s: %f
.rdata:1060BAFC	0000000B	C	lean_pitch
.rdata:1060BB08	00000009	C	lean_yaw
.rdata:1060C010	0000005C	C	Attempting to align ragdoll bone '%s' in model '%s' with nonexistent bone in parent model!\n
.rdata:1060C06C	00000024	C	terror\\zombiebot\\clientinfected.cpp
.rdata:1060C090	00000015	C	Client GIBSimulation
.rdata:1060C0A8	00000015	C	C_Infected::EmitGibs
.rdata:1060C0C0	00000022	C	models/infected/cim_faceplate.mdl
.rdata:1060C0E4	00000027	C	models/infected/cim_riot_faceplate.mdl
.rdata:1060C10C	0000001E	C	C_Infected:m_iv_clientLeanYaw
.rdata:1060C12C	0000000C	C	DT_Infected
.rdata:1060C138	0000000F	C	m_nFallenFlags
.rdata:1060C148	00000013	C	m_iRequestedWound2
.rdata:1060C15C	00000013	C	m_iRequestedWound1
.rdata:1060C170	0000000D	C	m_bIsBurning
.rdata:1060C180	0000000A	C	m_mobRush
.rdata:1060C18C	0000000F	C	m_originalBody
.rdata:1060C19C	00000012	C	m_gibbedLimbForce
.rdata:1060C1B0	00000010	C	m_clientLeanYaw
.rdata:1060C1C0	00000015	C	m_clientLookatTarget
.rdata:1060C1D8	00000014	C	m_sequenceStartTime
.rdata:1060C1EC	00000018	C	m_clientAnimatedOverlay
.rdata:1060C204	00000016	C	z_debug_infected_anim
.rdata:1060C21C	00000008	C	nb_stop
.rdata:1060C224	00000012	C	Stop all NextBots
.rdata:1060C238	00000012	C	z_infected_decals
.rdata:1060C24C	00000015	C	z_mob_simple_shadows
.rdata:1060C268	0000004D	C	Control shadow quality on mobs: 0 - full shadows, 1 - blobby, 2 - no shadows
.rdata:1060C2B8	00000013	C	z_infected_shadows
.rdata:1060C2CC	00000015	C	z_infected_gib_count
.rdata:1060C2E4	00000019	C	z_infected_gib_min_speed
.rdata:1060C300	00000019	C	z_infected_gib_max_speed
.rdata:1060C31C	00000023	C	z_atomize_gibbed_limbs_probability
.rdata:1060C340	00000017	C	z_burn_effect_duration
.rdata:1060C358	00000017	C	z_burn_effect_strength
.rdata:1060C378	00000012	C	z_wound_particles
.rdata:1060C38C	00000011	C	z_gibs_per_frame
.rdata:1060C3A0	00000017	C	z_wound_offset_enabled
.rdata:1060C3B8	00000019	C	z_infected_burn_strength
.rdata:1060C3D4	00000016	C	cl_infected_animinsim
.rdata:1060C3EC	00000014	C	z_gib_limb_distance
.rdata:1060C400	00000035	C	Rifles and sniper rifles can dismember at this range
.rdata:1060C438	0000001B	C	z_gib_limb_distance_zoomed
.rdata:1060C454	00000036	C	Sniper rifles can dismember at this range when zoomed
.rdata:1060C48C	00000018	C	z_wound_client_disabled
.rdata:1060C4A4	00000013	C	z_gib_spread_force
.rdata:1060C4B8	00000014	C	z_gib_spread_torque
.rdata:1060C4CC	00000017	C	z_gib_spread_randomize
.rdata:1060C4E8	00000009	C	DT_Witch
.rdata:1060C4F4	0000000D	C	m_wanderRage
.rdata:1060C504	00000007	C	m_rage
.rdata:1060CA08	00000009	C	Witch.%s
.rdata:1060CA1C	0000000C	C	wander_rage
.rdata:1060CA34	00000017	C	z_witch_rage_smoothing
.rdata:1060CA4C	00000015	C	cl_witch_glow_idle_r
.rdata:1060CA64	00000019	C	Color of idle witch glow
.rdata:1060CA80	00000015	C	cl_witch_glow_idle_g
.rdata:1060CA98	00000015	C	cl_witch_glow_idle_b
.rdata:1060CAB0	00000016	C	cl_witch_glow_angry_r
.rdata:1060CAC8	0000001A	C	Color of angry witch glow
.rdata:1060CAE4	00000016	C	cl_witch_glow_angry_g
.rdata:1060CAFC	00000016	C	cl_witch_glow_angry_b
.rdata:1060CB14	00000014	C	cl_witch_glow_range
.rdata:1060CB28	0000002A	C	Distance at which the witch stops glowing
.rdata:1060CB54	00000018	C	cl_witch_light_offset_x
.rdata:1060CB6C	00000018	C	cl_witch_light_offset_y
.rdata:1060CB84	00000018	C	cl_witch_light_offset_z
.rdata:1060CB9C	0000001C	C	cl_witch_light_offset_z_max
.rdata:1060CBB8	0000001A	C	cl_witch_light_brightness
.rdata:1060CBD4	00000016	C	cl_witch_light_radius
.rdata:1060CBEC	00000015	C	cl_witch_light_debug
.rdata:1060CC04	00000016	C	cl_witch_light_enable
.rdata:1060CC1C	00000014	C	cl_witch_light_cone
.rdata:1060CC30	00000017	C	cl_witch_light_color_r
.rdata:1060CC48	00000017	C	cl_witch_light_color_g
.rdata:1060CC60	00000017	C	cl_witch_light_color_b
.rdata:1060D340	00000008	C	DT_Tank
.rdata:1060DA08	0000000A	C	DT_Boomer
.rdata:1060E0D8	0000000A	C	DT_Smoker
.rdata:1060E7A8	0000000A	C	DT_Hunter
.rdata:1060EE78	0000000B	C	DT_Charger
.rdata:1060F548	0000000B	C	DT_Spitter
.rdata:1060FC18	0000000A	C	DT_Jockey
.rdata:1060FC28	00000040	C	Called Release() on CBoneList not allocated via Alloc() method\n
.rdata:1060FC80	00000008	C	created
.rdata:1060FC88	00000018	C	entity_client_tools.cpp
.rdata:1060FCA0	00000008	C	deleted
.rdata:1060FD84	00000008	C	texture
.rdata:1060FD8C	00000014	C	QueryMonitorTexture
.rdata:1060FDA0	00000016	C	QueryParticleManifest
.rdata:1060FDB8	00000010	C	VCLIENTTOOLS001
.rdata:1060FDC8	00000016	C	VCLIENTENGINETOOLS001
.rdata:1060FE24	00000006	C	ATI2N
.rdata:1060FE2C	00000006	C	ATI1N
.rdata:1060FE34	00000008	C	NV_NULL
.rdata:1060FE3C	0000000A	C	ATI_DST24
.rdata:1060FE48	0000000A	C	ATI_DST16
.rdata:1060FE54	00000008	C	NV_RAWZ
.rdata:1060FE5C	00000008	C	NV_INTZ
.rdata:1060FE64	00000009	C	NV_DST24
.rdata:1060FE70	00000009	C	NV_DST16
.rdata:1060FE7C	0000001B	C	IMAGE_FORMAT_RGBA32323232F
.rdata:1060FE98	00000018	C	IMAGE_FORMAT_RGB323232F
.rdata:1060FEB0	00000012	C	IMAGE_FORMAT_R32F
.rdata:1060FEC4	00000016	C	IMAGE_FORMAT_UVLX8888
.rdata:1060FEDC	0000000D	C	RGBA16161616
.rdata:1060FEEC	0000000E	C	RGBA16161616F
.rdata:1060FEFC	00000009	C	UVWQ8888
.rdata:1060FF10	00000009	C	BGRA5551
.rdata:1060FF1C	00000011	C	DXT1_ONEBITALPHA
.rdata:1060FF30	00000009	C	BGRA4444
.rdata:1060FF3C	00000009	C	BGRX5551
.rdata:1060FF48	00000007	C	BGR565
.rdata:1060FF50	00000009	C	BGRX8888
.rdata:1060FF74	00000009	C	BGRA8888
.rdata:1060FF80	00000009	C	ARGB8888
.rdata:1060FF8C	00000012	C	BGR888_BLUESCREEN
.rdata:1060FFA0	00000012	C	RGB888_BLUESCREEN
.rdata:1060FFC8	00000007	C	RGB565
.rdata:1060FFD0	00000007	C	BGR888
.rdata:1060FFD8	00000007	C	RGB888
.rdata:1060FFE0	00000009	C	ABGR8888
.rdata:1060FFEC	00000009	C	RGBA8888
.rdata:1061001C	0000000F	C	AlphaThreshold
.rdata:1061002C	0000000D	C	DXT1UseAlpha
.rdata:1061003C	00000015	C	UseAdaptiveWeighting
.rdata:10610054	00000008	C	WeightB
.rdata:1061005C	00000008	C	WeightG
.rdata:10610064	00000008	C	WeightR
.rdata:1061006C	00000014	C	UseChannelWeighting
.rdata:106511C8	0000000F	C	ForceFloatPath
.rdata:106511D8	00000010	C	RefinementSteps
.rdata:106511E8	0000000D	C	3DRefinement
.rdata:106511F8	00000008	C	UseSSE2
.rdata:106513E0	0000000D	C	cl_simdbones
.rdata:106513F0	00000015	C	Use SIMD bone setup.
.rdata:10651408	00000012	C	cl_use_simd_bones
.rdata:1065141C	00000025	C	1 use SIMD bones 0 use scalar bones.
.rdata:10651444	0000000F	C	BlendBonesMode
.rdata:106514B0	00000036	C	AutoIKRelease (%s) got an out of range chain %d (%d)\n
.rdata:106514E8	00000029	C	AutoIKRelease (%s) got a NULL pchain %d\n
.rdata:10651514	00000035	C	AutoIKRelease (%s) got an out of range bone %d (%d)\n
.rdata:1065154C	00000028	C	AutoIKRelease (%s) got a NULL pBone %d\n
.rdata:10651588	0000000F	C	anim_3wayblend
.rdata:10651598	0000002A	C	Toggle the 3-way animation blending code.
.rdata:106515C4	0000000C	C	cc_disabled
.rdata:106515D0	00000009	C	cc_slave
.rdata:106515DC	0000000A	C	cc_master
.rdata:106515E8	00000008	C	generic
.rdata:106515F0	00000010	C	permitresponses
.rdata:10651600	0000000A	C	stoppoint
.rdata:1065160C	0000000A	C	interrupt
.rdata:10651618	00000009	C	subscene
.rdata:10651624	0000000E	C	flexanimation
.rdata:10651634	0000000C	C	firetrigger
.rdata:10651648	00000008	C	gesture
.rdata:10651650	00000006	C	speak
.rdata:10651658	00000007	C	moveto
.rdata:10651660	00000007	C	lookat
.rdata:10651668	0000000B	C	expression
.rdata:10651674	00000008	C	section
.rdata:1065167C	0000000C	C	unspecified
.rdata:10651688	00000033	C	g_NameMap:  Event type at %i has wrong value (%i)!
.rdata:106516BC	00000033	C	g_NameMap:  Event type at %i has NULL name string!
.rdata:106516F0	00000035	C	g_CCNameMap:  Event type at %i has wrong value (%i)!
.rdata:10651728	00000030	C	g_NameMap:  CC type at %i has NULL name string!
.rdata:10651758	0000000E	C	playback_time
.rdata:10651768	0000000D	C	shifted_time
.rdata:10651778	00000006	C	 \"%s\"
.rdata:10651780	00000018	C	%s : %s : %s -- %s \"%s\"
.rdata:10651798	0000000A	C	global %s
.rdata:106517C0	0000000B	C	event_ramp
.rdata:106517CC	0000000B	C	scene_ramp
.rdata:106517D8	00000028	C	Event %s was missing tag %s for wav %s\n
.rdata:10651800	00000015	C	expecting ramp data\n
.rdata:10651818	0000000D	C	expecting {\n
.rdata:10651828	0000000A	C	rightedge
.rdata:10651834	00000009	C	leftedge
.rdata:10651840	0000001F	C	expecting flex animation data\n
.rdata:10651860	00000006	C	range
.rdata:10651868	00000006	C	combo
.rdata:10651870	00000009	C	disabled
.rdata:1065187C	0000000D	C	expecting =\n
.rdata:1065188C	00000011	C	defaultcurvetype
.rdata:106518A0	00000011	C	samples_use_time
.rdata:106518B4	00000017	C	expecting more tokens!
.rdata:106518CC	0000000F	C	cc_noattenuate
.rdata:106518DC	00000016	C	cc_combinedusesgender
.rdata:106518F4	00000015	C	cc_usingcombinedfile
.rdata:1065190C	00000008	C	cctoken
.rdata:10651914	00000007	C	cctype
.rdata:1065191C	0000000F	C	flexanimations
.rdata:1065192C	0000000C	C	relativetag
.rdata:10651938	0000000F	C	flextimingtags
.rdata:10651948	0000001C	C	expecting valid tag type!!!
.rdata:10651964	0000000D	C	absolutetags
.rdata:10651974	00000011	C	sequenceduration
.rdata:10651988	00000018	C	expecting relative tag\n
.rdata:106519A8	0000000F	C	playoverscript
.rdata:106519B8	00000017	C	synctofollowinggesture
.rdata:106519D0	00000013	C	forceshortmovement
.rdata:106519E4	00000011	C	distancetotarget
.rdata:106519F8	0000000F	C	lockbodyfacing
.rdata:10651A08	0000000C	C	fixedlength
.rdata:10651A14	00000010	C	resumecondition
.rdata:10651A24	0000000A	C	loopcount
.rdata:10651A30	00000007	C	param3
.rdata:10651A38	00000007	C	param2
.rdata:10651A40	00000006	C	param
.rdata:10651A50	00000018	C	expecting event got %s\n
.rdata:10651A68	00000006	C	event
.rdata:10651A70	0000000C	C	expecting {
.rdata:10651A8C	0000001A	C	expecting channel got %s\n
.rdata:10651AA8	0000000F	C	faceposermodel
.rdata:10651AB8	00000008	C	channel
.rdata:10651AC0	0000001E	C	expecting scalesettings data\n
.rdata:10651AE0	00000019	C	%s: unexpected token %s\n
.rdata:10651AFC	0000000E	C	scalesettings
.rdata:10651B0C	0000000F	C	ignorePhonemes
.rdata:10651B24	00000006	C	actor
.rdata:10651B44	00000011	C	SSE is required.
.rdata:10651C6E	00000012	C	*?fff>fff>fff>fff>
.rdata:10651EFC	00000027	C	can't solve quadratic for light %f %f\n
.rdata:10651F28	00000046	C	light has _fifty_percent_distance of %f but no zero_percent_distance\n
.rdata:1065201C	00000020	C	MaterialSystemHardwareConfig013
.rdata:1065203C	00000011	C	VStudioRender026
.rdata:10652050	0000000C	C	MDLCache004
.rdata:1065205C	00000014	C	MatSystemSurface006
.rdata:10652070	00000013	C	VMaterialSystem080
.rdata:1065208C	00000035	C	Software\\NaturalPoint\\NATURALPOINT\\NPClient Location
.rdata:106520C4	00000018	C	NP_StopDataTransmission
.rdata:106520DC	00000019	C	NP_StartDataTransmission
.rdata:106520F8	0000000C	C	NP_ReCenter
.rdata:10652104	0000000E	C	NP_StopCursor
.rdata:10652114	0000000F	C	NP_StartCursor
.rdata:10652124	0000000B	C	NP_GetData
.rdata:10652130	0000000F	C	NP_RequestData
.rdata:10652140	00000010	C	NP_QueryVersion
.rdata:10652150	0000001C	C	NP_RegisterProgramProfileID
.rdata:1065216C	0000001A	C	NP_UnregisterWindowHandle
.rdata:10652188	00000018	C	NP_RegisterWindowHandle
.rdata:106521A0	00000063	C	hardware camera\n software processing data\n track user movement\n\n Copyright EyeControl Technologies
.rdata:10652208	0000006B	C	precise head tracking\n put your head into the game\n now go look around\n\n Copyright EyeControl Technologies
.rdata:10652274	00000010	C	NP_GetSignature
.rdata:10652284	0000000D	C	NPClient.dll
.rdata:10652294	0000000F	C	Control Points
.rdata:106522A4	00000007	C	Hitbox
.rdata:106522AC	00000013	C	Animation Sequence
.rdata:106522C0	00000012	C	Color and Opacity
.rdata:106522D4	00000009	C	Rotation
.rdata:106522E0	00000014	C	Parameter Remapping
.rdata:106522F4	00000016	C	Position and Velocity
.rdata:10652310	0000000B	C	Glow Alpha
.rdata:1065231C	00000009	C	Glow RGB
.rdata:10652328	00000010	C	Alpha Alternate
